name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,keyword,searched_zipcode
Bruce Murray Soccer Academy,"
15700 River Rd, Darnestown, MD 20874","
brucemurraysocceracademy.com","
(240) 671-3195",,,39.0757532,-77.4759397,soccer camp for kids,22202
Tuckahoe Park,"
2400 N Sycamore St, Arlington, VA 22207","
arlingtonva.us","
(703) 228-6525",,,38.892218,-77.3020705,soccer camp for kids,22202
Cooper Field,"
1401 West Rd, Washington, DC 20057","
guhoyas.com","
(202) 687-4692",,,38.9080358,-77.2195035,soccer camp for kids,22202
Sofive Soccer Centers Columbia,"
7125 Columbia Gateway Dr Suite #105, Columbia, MD 21046","
sofive.com","
(410) 505-0595",,,39.1777016,-76.9548401,soccer camp for kids,22202
Perfect Performance NOVA,"
8524A Tyco Rd, Vienna, VA 22182","
perfect-performancenova.com","
(571) 378-0078",,,39.1777016,-76.9548401,soccer camp for kids,22202
Lubber Run Community Center,,,,,,38.9006585,-77.426995,basketball classes for kids,22203
Beyond the Hoop,,,,,,38.9006585,-77.426995,basketball classes for kids,22203
Evolution Basketball - Merrifield,"
5547 Lee Hwy A, Arlington, VA 22207","
bulldawgbasketball.com","
(703) 533-9158",,,38.9006585,-77.426995,basketball classes for kids,22203
Thomas Jefferson Community Center,"
5547 Lee Hwy A, Arlington, VA 22207","
bulldawgbasketball.com","
(703) 533-9158",,,38.9006585,-77.426995,basketball classes for kids,22203
YMCA Arlington,"
5547 Lee Hwy A, Arlington, VA 22207","
bulldawgbasketball.com","
(703) 533-9158",,,38.9006585,-77.426995,basketball classes for kids,22203
DNA Skills Academy,"
5547 Lee Hwy A, Arlington, VA 22207","
bulldawgbasketball.com","
(703) 533-9158",,,38.9006585,-77.426995,basketball classes for kids,22203
Blockchain Basketball Training,"
3422 13th St N, Arlington, VA 22201","
ymcadc.org","
(703) 525-5420",,,38.9006585,-77.426995,basketball classes for kids,22203
Gunston Community Center,"
3422 13th St N, Arlington, VA 22201","
ymcadc.org","
(703) 525-5420",,,38.9006585,-77.426995,basketball classes for kids,22203
Next Level Basketball Training,"
3422 13th St N, Arlington, VA 22201","
ymcadc.org","
(703) 525-5420",,,38.9006585,-77.426995,basketball classes for kids,22203
Arlington Mill Community Center,"
3422 13th St N, Arlington, VA 22201","
ymcadc.org","
(703) 525-5420",,,38.9006585,-77.426995,basketball classes for kids,22203
24/7 Basketball,"
3422 13th St N, Arlington, VA 22201","
ymcadc.org","
(703) 525-5420",,,38.9006585,-77.426995,basketball classes for kids,22203
Virginia Highlands Park Basketball Courts,"
1600 S Hayes St, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Walter Reed CC Basketball Court,"
1600 S Hayes St, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Fort Myer Basketball Courts,"
1600 S Hayes St, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Onelife Fitness - Ballston,"
1600 S Hayes St, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Quincy Park,"
4238 Wilson Blvd, Arlington, VA 22203","
onelifefitness.com","
(703) 816-8800",,,38.9006585,-77.426995,basketball classes for kids,22203
Arlington YMCA Tennis & Squash Center,"
4238 Wilson Blvd, Arlington, VA 22203","
onelifefitness.com","
(703) 816-8800",,,38.9006585,-77.426995,basketball classes for kids,22203
Hayes Park,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Giant Basketball Academy,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Stratford Park Basketball Court,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Department of Parks and Recreation - Athletic and Facility Services Division,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Barcroft Community Center,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Dominion Hills Area Recreation,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Ultimate Basketball Training,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Cookology Culinary School,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Lacey Woods Park,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
You Reach I Teach Basketball Academy,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
MedStar Capitals Iceplex,"
1200 N George Mason Dr, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
B5 Sports Center,"
1200 N George Mason Dr, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Gillion Academy School,"
1200 N George Mason Dr, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Quincy Park Playground,"
1200 N George Mason Dr, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Zitkala-Sa Park,"
1200 N George Mason Dr, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Rocky Run Park Basketball Court,"
1200 N George Mason Dr, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Bluemont Park,"
1200 N George Mason Dr, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Carlin Hall Community Center,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Casual Adventure Outfitters,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Westover Park,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Hoops Plus,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
One On One Basketball Inc,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Lubber Run Park,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Gunston Park,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
Mosaic Park,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9006585,-77.426995,basketball classes for kids,22203
ZogSports DC,"
4818 Yuma St NW # 2, Washington, DC 20016","
1on1basketball.com","
(202) 431-9650",,,38.9006585,-77.426995,basketball classes for kids,22203
Pat The Roc Basketball Skills Academy,"
4818 Yuma St NW # 2, Washington, DC 20016","
1on1basketball.com","
(202) 431-9650",,,38.9006585,-77.426995,basketball classes for kids,22203
Hayes Park Tennis Courts,"
8500 Anniversary Cir, Gaithersburg, MD 20877","
pattherocacademy.com","
(301) 338-8063",,,39.1287675,-77.4631014,basketball classes for kids,22203
CP Basketball Academy,"
8500 Anniversary Cir, Gaithersburg, MD 20877","
pattherocacademy.com","
(301) 338-8063",,,39.1287675,-77.4631014,basketball classes for kids,22203
Evolution Basketball Training - Accotink,"
11810 Grand Park Ave # 500, North Bethesda, MD 20852","
cpbasketball.com","
(301) 807-0250",,,39.1287675,-77.4631014,basketball classes for kids,22203
"Cross-Training Athletes into Believers, CTAB","
11810 Grand Park Ave # 500, North Bethesda, MD 20852","
cpbasketball.com","
(301) 807-0250",,,39.1287675,-77.4631014,basketball classes for kids,22203
Bull Dawg Athletic Training and Physical Therapy,"
5001-A Langston Blvd. SUITE 102, Arlington, VA 22207","
bulldawgtraining.com","
(571) 970-6068",,,38.775051,-77.4743231,basketball classes for kids,22203
Arlington Youth Football Club,"
475 Long Bridge Drive, Arlington, VA 22202",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Basketball Courts,"
475 Long Bridge Drive, Arlington, VA 22202",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Lubber Run Gym,"
475 Long Bridge Drive, Arlington, VA 22202",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Angel Park Basketball Court,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Bearded Goat Barber,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Arlington County Parks & Recreation,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Lubber Run Trail,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Pro Skills Basketball Washington DC,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Foundation Basketball Academy,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.775051,-77.4743231,basketball classes for kids,22203
Washington-Liberty High School Stadium,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.775051,-77.4743231,basketball classes for kids,22203
The Michael & Son Sportsplex at Dulles,"
1301 N Stafford St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6200",,,38.775051,-77.4743231,basketball classes for kids,22203
Maury Park Tennis Courts,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Central Library,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Quincy Hall,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Long Branch Nature Center & Park,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Arlington Tennis Center,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Tyrol Hill Park,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Camp Sarraka,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Mansfield YMCA,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Arruda's Basketball Club,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.775051,-77.4743231,basketball classes for kids,22203
Crunch Fitness - Arlington,,"
arrudasbasketballclub.com","
(267) 907-2982",,,38.775051,-77.4743231,basketball classes for kids,22203
Catholic Diocese of Arlington,,"
arrudasbasketballclub.com","
(267) 907-2982",,,38.775051,-77.4743231,basketball classes for kids,22203
Sport Proformance Basketball Training,"
200 N Glebe Rd #914, Arlington, VA 22203","
arlingtondiocese.org","
(703) 841-2500",,,38.775051,-77.4743231,basketball classes for kids,22203
Ted's Bulletin,"
200 N Glebe Rd #914, Arlington, VA 22203","
arlingtondiocese.org","
(703) 841-2500",,,38.775051,-77.4743231,basketball classes for kids,22203
Just Hoops by Shoot-A-Way,"
4238 Wilson Blvd #1130, Arlington, VA 22203","
tedsbulletin.com","
(703) 848-7580",,,38.775051,-77.4743231,basketball classes for kids,22203
Washington-Liberty High School,"
4238 Wilson Blvd #1130, Arlington, VA 22203","
tedsbulletin.com","
(703) 848-7580",,,38.775051,-77.4743231,basketball classes for kids,22203
The St. James,"
1301 N Stafford St, Arlington, VA 22201","
wl.apsva.us","
(703) 228-6200",,,38.775051,-77.4743231,basketball classes for kids,22203
Deaver Park,"
1301 N Stafford St, Arlington, VA 22201","
wl.apsva.us","
(703) 228-6200",,,38.775051,-77.4743231,basketball classes for kids,22203
Hoopstarz Academy,"
5800 Kelly Elliott Rd, Arlington, TX 76017","
arlingtontx.gov","
(817) 459-5474",,,32.65306,-97.4656991,basketball classes for kids,22203
Veterans Park,"
5800 Kelly Elliott Rd, Arlington, TX 76017","
arlingtontx.gov","
(817) 459-5474",,,32.65306,-97.4656991,basketball classes for kids,22203
The Higher Level Basketball Club LLC,"
5800 Kelly Elliott Rd, Arlington, TX 76017","
arlingtontx.gov","
(817) 459-5474",,,32.65306,-97.4656991,basketball classes for kids,22203
DRMR - Basketball Training,"
650 U.S. 287 Frontage Rd #150, Mansfield, TX 76063","
dreameracademytx.com","
(817) 228-0089",,,32.6528446,-97.4657,basketball training for kids,22203
"Transforming Youth Sports, Inc",,,"
(469) 920-6704",,,32.7430719,-97.2519861,basketball training for kids,22203
LC Sports & Recreation Center,"
2912-A, 2912 Little Rd, Arlington, TX 76016","
lcsportsandrec.com","
(817) 457-5276",,,32.6960826,-97.4703178,basketball training for kids,22203
Basketball court,"
2460 E Road to Six Flags St, Arlington, TX 76011",,,,,32.6960826,-97.4703178,basketball training for kids,22203
River Legacy Parks East,"
1601 NE Green Oaks Blvd, Arlington, TX 76006","
arlingtontx.gov","
(817) 459-5474",,,32.6960826,-97.4703178,basketball training for kids,22203
Theatre Arlington,"
305 W Main St, Arlington, TX 76010","
theatrearlington.org","
(817) 275-7661",,,32.6960826,-97.4703178,basketball training for kids,22203
Futsal Soccer Courts,"
2015 Craig Hanking Dr, Arlington, TX 76010",,,,,32.6960826,-97.4703178,basketball training for kids,22203
LA Fitness,"
141 W Road to Six Flags St, Arlington, TX 76011","
lafitness.com","
(817) 469-1384",,,32.6960826,-97.4703178,basketball training for kids,22203
Bowman Springs Park,"
141 W Road to Six Flags St, Arlington, TX 76011","
lafitness.com","
(817) 469-1384",,,32.6960826,-97.4703178,basketball training for kids,22203
Sam Houston High School,"
2000 Sam Houston Dr, Arlington, TX 76014","
aisd.net","
(682) 867-8200",,,32.6960826,-97.4703178,basketball training for kids,22203
Texas Hall,"
2000 Sam Houston Dr, Arlington, TX 76014","
aisd.net","
(682) 867-8200",,,32.6960826,-97.4703178,basketball training for kids,22203
Workman Junior High School,"
701 E Arbrook Blvd, Arlington, TX 76014","
aisd.net","
(682) 867-1200",,,32.6960826,-97.4703178,basketball training for kids,22203
Five Below,"
701 E Arbrook Blvd, Arlington, TX 76014","
aisd.net","
(682) 867-1200",,,32.6960826,-97.4703178,basketball training for kids,22203
Courtyard by Marriott Dallas Arlington South,"
701 E Arbrook Blvd, Arlington, TX 76014","
aisd.net","
(682) 867-1200",,,32.6960826,-97.4703178,basketball training for kids,22203
